Class Nbr,Subject,Catalog,Section,Description,Capacity,Total Enrolled,Available Seats,Total Waitlisted,In Shopping Cart,Unmet Demand,Class Start Time,Class End Time,Meeting Days,Facility ID,Instructor,Start Date,End Date
8485,EV,612,75,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,Tyler Jon Smith,9/2/2019,12/13/2019
9134,EV,612,77,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,Lisa Suzanne Legault,9/2/2019,12/13/2019
8484,EV,612,79,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,JoAnn L Rogers,9/2/2019,12/13/2019
8473,EV,612,80,"Thesis, Diss or Spec Proj",99,1,98,0,0,0,,,,,Michelle Crimi,9/2/2019,12/13/2019
8477,EV,612,84,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,Evgeny Katz,9/2/2019,12/13/2019
8468,EV,612,93,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
8467,EV,612,94,"Thesis, Diss or Spec Proj",99,0,99,0,0,0,,,,,Philip K Hopke,9/2/2019,12/13/2019
8903,FN,361,01,Financial Management,54,33,21,0,4,0,1:00PM,2:15PM,TR,SN214,Gasper Sekelj,9/2/2019,12/13/2019
8904,FN,361,02,Financial Management,54,53,1,0,8,7,2:30PM,3:45PM,TR,SN214,Zhilu Lin,9/2/2019,12/13/2019
9183,FN,455,01,Venture Cap & Private Equity,30,14,16,0,0,0,1:00PM,2:15PM,MW,SN129,Ryan T. Niles,9/2/2019,12/13/2019
8905,FN,464,01,Financial Management II,14,16,-2,0,1,3,9:30AM,10:45AM,MW,SN104,Chad E Colbert,9/2/2019,12/13/2019
9503,FN,467,01,International Finance,30,9,21,0,0,0,8:00AM,9:15AM,MW,SN129,Chad E Colbert,9/2/2019,12/13/2019
10088,FN,474,01,Models for Financial Analysis,10,9,1,0,0,0,11:00AM,12:15PM,TR,SN104,Zhilu Lin,9/2/2019,12/13/2019
9025,FN,575,47,Professional Fund Mgmt I,0,5,-5,0,0,5,6:00PM,8:50PM,M,SN169,Allan Arthur Zebedee,9/2/2019,12/13/2019
9713,FN,607,01,Financial Management,30,18,12,0,0,0,9:30AM,10:45AM,MW,SN214,Allan Arthur Zebedee,10/28/2019,12/17/2019
9714,FN,607,02,Financial Management,30,21,9,0,0,0,11:15AM,12:30PM,MW,SN214,Allan Arthur Zebedee,10/28/2019,12/17/2019
9717,FN,607,10,Financial Management,30,22,8,0,0,0,10:00AM,11:30AM,F,SN213,Allan Arthur Zebedee,10/28/2019,12/17/2019
9718,FN,607,20,Financial Management,30,17,13,0,0,0,11:45AM,1:15PM,F,SN213,Allan Arthur Zebedee,10/28/2019,12/17/2019
10323,FN,608,D1,Financial Management,1,0,1,0,0,0,6:30PM,7:30PM,T,ONLINE,Zhilan Feng,9/11/2019,11/19/2019
10250,FRN,988,41,Ind Study in French,2,3,-1,0,0,1,3:50PM,6:20PM,T,,Cheikh MBacke Ndiaye,9/2/2019,12/13/2019
9095,FY,100,101,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9622,FY,100,102,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9623,FY,100,103,First Year Seminar,7,7,0,0,1,1,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9624,FY,100,104,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9625,FY,100,105,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9626,FY,100,106,First Year Seminar,7,6,1,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9627,FY,100,107,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9956,FY,100,108,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
10290,FY,100,109,First Year Seminar,7,6,1,0,0,0,9:30AM,10:45AM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9086,FY,100,11,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9096,FY,100,111,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9628,FY,100,112,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9629,FY,100,113,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9630,FY,100,114,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9631,FY,100,115,First Year Seminar,7,5,2,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9632,FY,100,116,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9633,FY,100,117,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9957,FY,100,118,First Year Seminar,7,5,2,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
10291,FY,100,119,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9568,FY,100,12,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9097,FY,100,121,First Year Seminar,7,7,0,0,1,1,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9634,FY,100,122,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9635,FY,100,123,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9636,FY,100,124,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9637,FY,100,125,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9638,FY,100,126,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9639,FY,100,127,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
10292,FY,100,128,First Year Seminar,8,8,0,0,0,0,1:00PM,2:15PM,R,QU200,Christine Campbell,9/2/2019,12/13/2019
9569,FY,100,13,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9270,FY,100,131,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9640,FY,100,132,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9641,FY,100,133,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9642,FY,100,134,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9643,FY,100,135,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9644,FY,100,136,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
9645,FY,100,137,First Year Seminar,0,0,0,0,0,0,,,,,Christine Campbell,9/2/2019,12/13/2019
8930,FY,100,13H,First Year Seminar,27,24,3,0,0,0,2:30PM,3:45PM,M,PR2001,Jonathan D Goss,9/2/2019,12/13/2019
9570,FY,100,14,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
8931,FY,100,14H,First Year Seminar,27,26,1,0,0,0,11:00AM,12:15PM,T,PR2001,Jonathan D Goss,9/2/2019,12/13/2019
9571,FY,100,15,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9572,FY,100,16,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9573,FY,100,17,First Year Seminar,7,6,1,0,1,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9949,FY,100,18,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
10281,FY,100,19,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9087,FY,100,21,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9574,FY,100,22,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9575,FY,100,23,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9576,FY,100,24,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9577,FY,100,25,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9578,FY,100,26,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9579,FY,100,27,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9950,FY,100,28,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
10282,FY,100,29,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9088,FY,100,31,First Year Seminar,7,8,-1,0,0,1,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9580,FY,100,32,First Year Seminar,7,7,0,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9581,FY,100,33,First Year Seminar,7,4,3,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9582,FY,100,34,First Year Seminar,7,5,2,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9583,FY,100,35,First Year Seminar,7,3,4,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9584,FY,100,36,First Year Seminar,7,7,0,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9585,FY,100,37,First Year Seminar,7,6,1,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9951,FY,100,38,First Year Seminar,7,5,2,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
10283,FY,100,39,First Year Seminar,7,7,0,0,0,0,2:30PM,3:45PM,M,QU200,Christine Campbell,9/2/2019,12/13/2019
9089,FY,100,41,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9586,FY,100,42,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9587,FY,100,43,First Year Seminar,7,6,1,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9588,FY,100,44,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9589,FY,100,45,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9590,FY,100,46,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9591,FY,100,47,First Year Seminar,7,6,1,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9952,FY,100,48,First Year Seminar,7,7,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
10284,FY,100,49,First Year Seminar,8,8,0,0,0,0,9:30AM,10:45AM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9090,FY,100,51,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9592,FY,100,52,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9593,FY,100,53,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9594,FY,100,54,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9595,FY,100,55,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9596,FY,100,56,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9597,FY,100,57,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9953,FY,100,58,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
10285,FY,100,59,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9091,FY,100,61,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9598,FY,100,62,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9599,FY,100,63,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9600,FY,100,64,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9601,FY,100,65,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9602,FY,100,66,First Year Seminar,7,7,0,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9603,FY,100,67,First Year Seminar,7,5,2,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9954,FY,100,68,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
10286,FY,100,69,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,T,QU200,Christine Campbell,9/2/2019,12/13/2019
9092,FY,100,71,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9604,FY,100,72,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9605,FY,100,73,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9606,FY,100,74,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9607,FY,100,75,First Year Seminar,7,6,1,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9608,FY,100,76,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9609,FY,100,77,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9955,FY,100,78,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10287,FY,100,79,First Year Seminar,7,7,0,0,0,0,11:00AM,12:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9093,FY,100,81,First Year Seminar,7,5,2,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9610,FY,100,82,First Year Seminar,7,4,3,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9611,FY,100,83,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9612,FY,100,84,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9613,FY,100,85,First Year Seminar,7,6,1,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9614,FY,100,86,First Year Seminar,7,5,2,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9615,FY,100,87,First Year Seminar,7,5,2,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10288,FY,100,88,First Year Seminar,8,5,3,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10299,FY,100,89,First Year Seminar,7,0,7,0,0,0,1:00PM,2:15PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9094,FY,100,91,First Year Seminar,7,5,2,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9616,FY,100,92,First Year Seminar,7,6,1,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9617,FY,100,93,First Year Seminar,7,5,2,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9618,FY,100,94,First Year Seminar,7,5,2,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9619,FY,100,95,First Year Seminar,7,6,1,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9620,FY,100,96,First Year Seminar,7,4,3,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
9621,FY,100,97,First Year Seminar,7,6,1,0,1,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10289,FY,100,98,First Year Seminar,8,3,5,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10298,FY,100,99,First Year Seminar,7,3,4,0,0,0,2:30PM,3:45PM,W,QU200,Christine Campbell,9/2/2019,12/13/2019
10182,HIST,230,01,Science and Society,28,24,4,0,4,0,11:00AM,11:50AM,MWF,SN169,Blair Rebecca Stein,9/2/2019,12/13/2019
9872,HIST,240,01,War and Society,28,30,-2,0,3,5,8:00AM,9:15AM,TR,SN129,Alastair Kocho Williams,9/2/2019,12/13/2019
10079,HIST,255,01,Intro to Global History,38,38,0,0,3,3,1:00PM,1:50PM,MWF,SC166,Stephen Trevor Casper,9/2/2019,12/13/2019
10078,HIST,327,01,Hist Women & Gender in America,25,24,1,0,0,0,9:30AM,10:45AM,TR,SN129,Laura E Ettinger,9/2/2019,12/13/2019
10121,HIST,327,02,Hist Women & Gender in America,25,24,1,0,0,0,11:00AM,12:15PM,TR,SN129,Laura E Ettinger,9/2/2019,12/13/2019
10122,HIST,331,01,Ancient Medicine & Magic,28,26,2,0,4,2,11:00AM,12:15PM,TR,SN169,Sarah C. Melville,9/2/2019,12/13/2019
10077,HIST,343,01,War in the Middle Ages,25,23,2,0,0,0,2:30PM,3:45PM,TR,SN169,Ellen C Caldwell,9/2/2019,12/13/2019
10331,HIST,490,13,Independent Study,99,1,98,0,0,0,,,,,Ellen C Caldwell,9/2/2019,12/13/2019
8789,HIST,490,16,Independent Study,99,0,99,0,0,0,,,,,Sheila F Weiss,9/2/2019,12/13/2019
8787,HIST,490,21,Independent Study,99,0,99,0,0,0,,,,,Sarah C. Melville,9/2/2019,12/13/2019
9052,HIST,490,23,Independent Study,99,0,99,0,0,0,,,,,Sarah C. Melville,9/2/2019,12/13/2019
8786,HIST,490,83,Independent Study,99,1,98,0,0,0,,,,,Jennifer Lynne Ball,9/2/2019,12/13/2019
9112,HIST,498,83,Undergraduate TA,1,0,1,0,0,0,,,,,Jennifer Lynne Ball,9/2/2019,12/13/2019
8788,HIST,498,91,Undergraduate TA,30,0,30,0,0,0,,,,,Stephen Trevor Casper,9/2/2019,12/13/2019
9160,HIST,499,21,Minor Portfolio,30,0,30,0,0,0,,,,,Sarah C. Melville,9/2/2019,12/13/2019
9111,HIST,499,23,Minor Portfolio,30,0,30,0,0,0,,,,,Laura E Ettinger,9/2/2019,12/13/2019
9060,HIST,499,61,Minor Portfolio,30,0,30,0,0,0,,,,,William Vitek,9/2/2019,12/13/2019
10342,HIST,527,01,Hist Women & Gender in America,25,24,1,0,1,0,9:30AM,10:45AM,TR,SN129,Laura E Ettinger,9/2/2019,12/13/2019
10343,HIST,527,02,Hist Women & Gender in America,25,24,1,0,0,0,11:00AM,12:15PM,TR,SN129,Laura E Ettinger,9/2/2019,12/13/2019
8887,HP,100,01,Soc & Ethcl Implicatns Res I,30,29,1,0,0,0,9:00AM,9:50AM,MWF,SC348,Christopher C Robinson,9/2/2019,12/13/2019
9192,HP,100,02,Soc & Ethcl Implicatns Res I,30,31,-1,0,0,1,10:00AM,10:50AM,MWF,SC348,Christopher C Robinson,9/2/2019,12/13/2019
8890,HP,102,10,Introduction to Programming I,60,59,1,0,0,0,5:30PM,7:00PM,W,SN213,Christopher C Robinson,9/2/2019,12/13/2019
8891,HP,200,01,Honors Sophomore,60,50,10,0,3,0,12:00PM,1:15PM,MW,PR2001,Marshall G Issen,9/2/2019,12/13/2019
8888,HP,300,01,Honors Jr Sci Sem,30,15,15,0,0,0,9:30AM,10:45AM,TR,PR2001,Nathan Berthiaume,9/2/2019,12/13/2019
8889,HP,300,02,Honors Jr Sci Sem,30,20,10,0,0,0,12:30PM,1:45PM,TR,PR2001,Nathan Berthiaume,9/2/2019,12/13/2019
9530,HP,391,01,Honors Undergraduate Thesis,30,0,30,0,0,0,,,,,Jonathan D Goss,9/2/2019,12/13/2019
9529,HP,490,01,Honors Undergraduate Thesis,99,31,68,0,0,0,5:30PM,6:30PM,T,PR2001,Stephen Trevor Casper,9/2/2019,12/13/2019
9531,HP,491,01,Honors Undergraduate Thesis,30,0,30,0,0,0,,,,,Jonathan D Goss,9/2/2019,12/13/2019
9202,HS,200,01,Health Coaches I,16,7,9,0,5,0,4:30PM,6:20PM,T,SC346,Damien Samways,9/2/2019,12/13/2019
10086,HS,405,01,Exp Learning Med & Healthcare,30,5,25,0,1,0,,,,,Damien Samways,9/2/2019,12/13/2019
9822,HSS,120,01,Introducing the Liberal Arts,30,7,23,0,5,0,2:00PM,3:15PM,W,SC346,JoAnn L Rogers,9/2/2019,12/13/2019
8790,HSS,410,01,H/SS Internship,30,0,30,0,0,0,,,,,Christopher C Robinson,9/2/2019,12/13/2019
9049,HSS,410,02,H/SS Internship,30,2,28,0,0,0,,,,,JoAnn L Rogers,9/2/2019,12/13/2019
10138,HSS,480,23,Major Research Seminar,20,17,3,0,0,0,1:00PM,2:15PM,TR,SN169,Laura E Ettinger,9/2/2019,12/13/2019
10330,HSS,480,24,Major Research Seminar,15,1,14,0,0,0,,,,,Christopher C Robinson,9/2/2019,12/13/2019
9962,HST,587,41,Reel History,6,5,1,0,0,0,3:50PM,6:20PM,T,NT306,David Brian Besozzi,9/2/2019,12/13/2019
9122,HUM,490,24,Independent Study,30,0,30,0,1,0,,,,,Christopher C Robinson,9/2/2019,12/13/2019
9258,IA,501,D1,Calculus,30,0,30,0,0,0,,,,ONLINE,Joseph D Skufca,9/2/2019,12/13/2019
9259,IA,502,D1,Probability and Statistics,30,2,28,0,1,0,,,,ONLINE,Joseph D Skufca,9/2/2019,12/13/2019
9260,IA,503,D1,Introduction to Programming,30,0,30,0,0,0,,,,ONLINE,Tyler J Conlon,9/2/2019,12/13/2019
9030,IA,510,01,"Database Mod, Design & Implem",25,19,6,0,1,0,5:30PM,6:45PM,TR,SN239,Boris Jukic,9/2/2019,12/13/2019
9544,IA,510,D1,"Database Mod, Design & Implem",30,27,3,0,2,0,6:00PM,9:00PM,M,ONLINE,Boris Jukic,9/2/2019,12/13/2019
9543,IA,520,D1,Opt Meth for Analytics,30,20,10,0,1,0,,,,ONLINE,Edward B Teague,9/2/2019,12/13/2019
9028,IA,530,01,Prob & Stats for Analytics,20,12,8,0,1,0,5:30PM,6:45PM,MW,SN239,Sumona Mondal,9/2/2019,12/13/2019
9141,IA,626,01,Big Data Proc and Cloud Svcs,20,13,7,0,4,0,7:00PM,8:15PM,TR,SN239,Tyler J Conlon,9/2/2019,12/13/2019
10306,IA,628,01,Intro to Big Data Architecture,30,2,28,0,0,0,,,,,Tyler J Conlon,9/2/2019,12/13/2019
10237,IA,628,D1,Intro to Big Data Architecture,30,4,26,0,4,0,,,,ONLINE,Tyler J Conlon,9/2/2019,12/13/2019
9029,IA,640,01,Info Visualization,20,21,-1,0,1,2,7:00PM,8:15PM,MW,SN239,Daqing Hou,9/2/2019,12/13/2019
10238,IA,640,D1,Info Visualization,25,28,-3,0,3,6,7:00PM,8:30PM,T,ONLINE,Joseph D Skufca,9/2/2019,12/13/2019
9256,IA,690,01,Analytics Capstone Project,12,11,1,0,3,2,,,,,Boris Jukic,9/2/2019,12/13/2019
8855,IS,110,01,Int to Bus Intel and Data Anal,40,24,16,0,1,0,2:30PM,3:45PM,TR,SN241,William C. MacKinnon,9/2/2019,12/13/2019
10089,IS,110,02,Int to Bus Intel and Data Anal,25,16,9,0,3,0,9:30AM,10:45AM,TR,RL244,William C. MacKinnon,9/2/2019,12/13/2019
8853,IS,200,D1,ERP Fundamentals,28,13,15,0,2,0,,,,ONLINE,William C. MacKinnon,9/2/2019,12/13/2019
8850,IS,211,01,Intro to Enterprise Info Sys,18,22,-4,0,0,4,9:30AM,10:45AM,MW,SN239,Jesse A Sherman,9/2/2019,12/13/2019
8851,IS,211,02,Intro to Enterprise Info Sys,18,20,-2,0,0,2,11:00AM,12:15PM,MW,SN239,Jesse A Sherman,9/2/2019,12/13/2019
8858,IS,211,03,Intro to Enterprise Info Sys,35,28,7,0,2,0,4:00PM,5:15PM,TR,SN241,Jesse A Sherman,9/2/2019,12/13/2019
8859,IS,211,04,Intro to Enterprise Info Sys,35,33,2,0,0,0,2:30PM,3:45PM,MW,SN241,Jesse A Sherman,9/2/2019,12/13/2019
8854,IS,314,01,Database Design & Management,40,25,15,0,2,0,8:00AM,9:15AM,MW,SN212,Boris Jukic,9/2/2019,12/13/2019
8852,IS,400,01,Process and Sys Anal and Model,25,10,15,0,1,0,1:00PM,2:15PM,MW,SN239,Tyler J Conlon,9/2/2019,12/13/2019
8856,IS,426,01,Big Data Architecture,25,13,12,0,1,0,11:00AM,12:15PM,TR,SN239,Tyler J Conlon,9/2/2019,12/13/2019
8857,IS,428,01,Info Sys for Supply Chain Mgmt,38,44,-6,0,0,6,1:00PM,2:15PM,TR,SN241,William C. MacKinnon,9/2/2019,12/13/2019
9711,IS,605,01,Information Systems,30,19,11,0,0,0,9:30AM,11:00AM,TR,SN241,Weiling Ke,10/28/2019,12/17/2019
