Class Nbr,Subject,Catalog,Section,Description,Capacity,Total Enrolled,Available Seats,Total Waitlisted,In Shopping Cart,Unmet Demand,Class Start Time,Class End Time,Meeting Days,Facility ID,Instructor,Start Date,End Date
9502,AC,202,01,Financial Accounting,75,54,21,0,1,0,9:30AM,10:45AM,MW,SN213,Sukyoon Jung,9/2/2019,12/13/2019
10112,AC,202,02,Financial Accounting,53,45,8,0,1,0,8:00AM,9:15AM,MW,SN214,Sukyoon Jung,9/2/2019,12/13/2019
9501,AC,203,01,Managerial Accounting,80,55,25,0,3,0,8:00AM,9:15AM,TR,CB177,Guoyu Lin,9/2/2019,12/13/2019
8822,AC,205,01,Intro Fin & Managerial Acct,71,66,5,0,1,0,2:30PM,3:45PM,MW,SN213,Anna B Brown,9/2/2019,12/13/2019
8823,AC,205,02,Intro Fin & Managerial Acct,40,41,-1,0,0,1,1:00PM,2:15PM,MW,SN177,Anna B Brown,9/2/2019,12/13/2019
8825,AC,312,01,Intermediate Financial Acct II,22,17,5,0,0,0,1:00PM,2:15PM,TR,TC206,Guoyu Lin,9/2/2019,12/13/2019
8824,AC,407,01,Taxation of Business Entities,25,12,13,0,0,0,6:00PM,8:45PM,T,SN241,Ran Li,9/2/2019,12/13/2019
9719,AC,603,01,Management Accounting,30,18,12,0,1,0,9:30AM,11:00AM,MW,SN214,Wentao Wu,9/2/2019,10/18/2019
9720,AC,603,02,Management Accounting,30,21,9,0,0,0,11:15AM,12:45PM,MW,SN214,Wentao Wu,9/2/2019,10/18/2019
9725,AC,603,10,Management Accounting,30,21,9,0,0,0,10:00AM,11:30AM,F,SN213,Wentao Wu,9/2/2019,10/18/2019
9726,AC,603,20,Management Accounting,30,18,12,0,0,0,11:45AM,1:15PM,F,SN213,Wentao Wu,9/2/2019,10/18/2019
10313,AC,604,41,"Fin & Managerial Acct, Dec Mkg",4,3,1,0,0,0,,,,,John Stephen DeJoy,9/11/2019,11/19/2019
10305,AC,604,D1,"Fin & Managerial Acct, Dec Mkg",1,1,0,0,0,0,6:30PM,7:30PM,T,ONLINE,John Stephen DeJoy,9/11/2019,11/19/2019
10119,AE,212,01,Intro to Engin Design,70,48,22,0,3,0,2:00PM,2:50PM,MWF,CB194,Marcias J. Martinez,9/2/2019,12/13/2019
8200,AE,301,10,Exp Methods in MAE,36,31,5,0,1,0,1:00PM,2:50PM,M,CB184,Carl David Hoover,9/2/2019,12/13/2019
8201,AE,301,11,Exp Methods in MAE,36,32,4,0,0,0,1:00PM,2:50PM,M,CB179,Carl David Hoover,9/2/2019,12/13/2019
8202,AE,301,20,Exp Methods in MAE,36,34,2,0,0,0,1:00PM,2:50PM,W,CB184,Carl David Hoover,9/2/2019,12/13/2019
8203,AE,301,21,Exp Methods in MAE,36,35,1,0,1,0,1:00PM,2:50PM,W,CB179,Carl David Hoover,9/2/2019,12/13/2019
8204,AE,301,30,Exp Methods in MAE,36,29,7,0,0,0,1:00PM,2:50PM,F,CB184,Carl David Hoover,9/2/2019,12/13/2019
8205,AE,301,31,Exp Methods in MAE,36,20,16,0,0,0,1:00PM,2:50PM,F,CB179,Carl David Hoover,9/2/2019,12/13/2019
8212,AE,350,01,Aircraft Struct Analysis,48,31,17,0,3,0,2:30PM,3:45PM,TR,SN177,Craig Gordon Merrett,9/2/2019,12/13/2019
8213,AE,430,01,Stability & Ctrl Aero Vehicles,64,42,22,0,2,0,10:00AM,10:50AM,MWF,SNB10L,Marcias J. Martinez,9/2/2019,12/13/2019
8214,AE,431,01,Gas Dynamics,48,41,7,0,1,0,9:30AM,10:45AM,TR,SN177,Pasquale Piperni,9/2/2019,12/13/2019
8215,AE,443,01,Optimal Engineering,35,16,19,0,0,0,2:30PM,3:45PM,TR,RL142,Kenneth D Willmert,9/2/2019,12/13/2019
9324,AE,450,01,Aircraft Design I,54,39,15,0,0,0,8:00AM,9:15AM,TR,RL244,Kenneth D Visser,9/2/2019,12/13/2019
8094,AE,455,01,Mech Vibratns & Ctrl,162,105,57,0,0,0,4:00PM,5:15PM,TR,CB177,Cetin Cetinkaya,9/2/2019,12/13/2019
10226,AE,460,01,Introduction to Spacecraft Eng,25,16,9,0,2,0,2:00PM,2:50PM,MWF,SN175,Ronald Buckingham,9/2/2019,12/13/2019
9804,ANTH,201,01,Intro to Cultural Anthropology,28,28,0,0,9,9,9:30AM,10:45AM,TR,SN175,Camille Frazier,9/2/2019,12/13/2019
10120,ANTH,225,01,Global Persp on Sexuality,29,24,5,0,1,0,11:00AM,12:15PM,TR,SN175,Annegret D Staiger,9/2/2019,12/13/2019
10232,ANTH,311,ADK,Ethnography,12,6,6,0,1,0,,,,ADK_SEM,Annegret D Staiger,9/2/2019,12/13/2019
9848,AS,101,01,AF Heritage and Values I,30,10,20,0,1,0,9:00AM,9:50AM,M,SN110,Wesley Nims,9/2/2019,12/13/2019
9849,AS,101,02,AF Heritage and Values I,30,18,12,0,0,0,4:00PM,4:50PM,M,SN110,Wesley Nims,9/2/2019,12/13/2019
8883,AS,103,01,Leadership Laboratory,86,54,32,0,0,0,5:30PM,8:30PM,M,SN213,Jonathan Crocker,9/2/2019,12/13/2019
9850,AS,201,01,Team and Leadership Fund I,30,9,21,0,0,0,10:00AM,10:50AM,M,SN110,Ryan Kittle,9/2/2019,12/13/2019
9851,AS,201,02,Team and Leadership Fund I,30,8,22,0,0,0,3:00PM,3:50PM,M,SN110,Ryan Kittle,9/2/2019,12/13/2019
8884,AS,203,01,Leadership Laboratory,86,54,32,0,0,0,5:30PM,8:30PM,M,SN213,Jonathan Crocker,9/2/2019,12/13/2019
9852,AS,301,01,Leading People and Eff Comm I,30,12,18,0,2,0,3:00PM,6:00PM,W,SN110,Jonathan Crocker,9/2/2019,12/13/2019
10264,AS,301,02,Leading People and Eff Comm I,30,4,26,0,0,0,6:00PM,9:00PM,W,SN110,Jonathan Crocker,9/2/2019,12/13/2019
10265,AS,301,03,Leading People and Eff Comm I,30,0,30,0,0,0,1:00PM,4:00PM,F,SN110,Jonathan Crocker,9/2/2019,12/13/2019
8885,AS,303,01,Leadership Laboratory,86,54,32,0,2,0,5:30PM,8:30PM,M,SN213,Jonathan Crocker,9/2/2019,12/13/2019
8886,AS,403,01,Leadership Laboratory,86,54,32,0,0,0,5:30PM,8:30PM,M,SN213,Jonathan Crocker,9/2/2019,12/13/2019
10300,BIE,410,D1,Biomedical Ethics,30,2,28,0,0,0,,,,ONLINE,Abraham Schwab,9/11/2019,11/19/2019
10279,BIE,555,D1,Research Ethics,1,1,0,0,0,0,,,,ONLINE,Henry Sacks,9/11/2019,11/19/2019
10315,BOE,610,D1,Fund of the Bus of Energy,1,1,0,0,0,0,,,,ONLINE,Rajendra Addepalli,9/11/2019,11/19/2019
8119,BR,200,01,Intro to Biomed & Rehab Eng,45,48,-3,0,1,4,8:00AM,9:15AM,TR,CB194,Charles J Robinson,9/2/2019,12/13/2019
8120,BR,450,01,BEST Capstone Design I,20,6,14,0,0,0,,,,,Charles J Robinson,9/2/2019,12/13/2019
9521,BY,110,01,Biology and Society,86,36,50,0,5,0,11:00AM,12:15PM,TR,SC362,Stefanie Kring,9/2/2019,12/13/2019
8266,BY,112,10,Lab for Biology and Society,16,11,5,0,0,0,9:00AM,10:50AM,M,SC170D,,9/2/2019,12/13/2019
8267,BY,112,20,Lab for Biology and Society,16,11,5,0,0,0,11:00AM,12:50PM,M,SC170D,,9/2/2019,12/13/2019
8268,BY,112,30,Lab for Biology and Society,0,0,0,0,0,0,1:00PM,2:50PM,M,SC170D,,9/2/2019,12/13/2019
9522,BY,112,40,Lab for Biology and Society,16,4,12,0,0,0,3:00PM,4:50PM,M,SC170D,,9/2/2019,12/13/2019
9970,BY,112,50,Lab for Biology and Society,0,0,0,0,1,1,9:00AM,10:50AM,M,SC170D,,9/2/2019,12/13/2019
8269,BY,140,01,"Biology I -Inherit, Evol & Div",150,139,11,0,1,0,1:00PM,2:15PM,TR,SC360,Andrew Anthony David,9/2/2019,12/13/2019
9130,BY,140,11,"Biology I -Inherit, Evol & Div",40,31,9,0,0,0,8:00AM,8:50AM,M,CB178,,9/2/2019,12/13/2019
9131,BY,140,12,"Biology I -Inherit, Evol & Div",40,36,4,0,0,0,9:00AM,9:50AM,M,CB178,,9/2/2019,12/13/2019
9132,BY,140,13,"Biology I -Inherit, Evol & Div",40,35,5,0,0,0,10:00AM,10:50AM,M,CB178,,9/2/2019,12/13/2019
9133,BY,140,14,"Biology I -Inherit, Evol & Div",40,37,3,0,0,0,11:00AM,11:50AM,M,CB178,,9/2/2019,12/13/2019
8270,BY,142,10,Biology I Laboratory,16,15,1,0,0,0,9:30AM,12:15PM,T,SC170D,,9/2/2019,12/13/2019
8271,BY,142,20,Biology I Laboratory,16,14,2,0,0,0,2:30PM,5:15PM,T,SC170D,,9/2/2019,12/13/2019
8272,BY,142,30,Biology I Laboratory,16,14,2,0,1,0,8:00AM,10:45AM,W,SC170D,,9/2/2019,12/13/2019
8273,BY,142,40,Biology I Laboratory,16,14,2,0,0,0,11:00AM,1:45PM,W,SC170D,,9/2/2019,12/13/2019
8274,BY,142,50,Biology I Laboratory,16,12,4,0,1,0,2:00PM,4:45PM,W,SC170D,,9/2/2019,12/13/2019
10277,BY,142,60,Biology I Laboratory,16,9,7,0,0,0,9:30AM,12:15PM,R,SC170D,,9/2/2019,12/13/2019
10278,BY,142,70,Biology I Laboratory,16,15,1,0,0,0,2:30PM,5:15PM,R,SC170D,,9/2/2019,12/13/2019
8275,BY,142,80,Biology I Laboratory,16,15,1,0,0,0,8:00AM,10:45AM,F,SC170D,,9/2/2019,12/13/2019
8276,BY,142,90,Biology I Laboratory,16,14,2,0,0,0,11:00AM,1:45PM,F,SC170D,,9/2/2019,12/13/2019
8277,BY,222,01,Ecology,37,20,17,0,4,0,1:00PM,1:50PM,MWF,CB175,Tom A Langen,9/2/2019,12/13/2019
8278,BY,224,10,Ecology Laboratory,19,15,4,0,4,0,8:00AM,9:50AM,W,SC134B,Tom A Langen,9/2/2019,12/13/2019
9239,BY,280,01,Environmental Science,45,28,17,0,2,0,2:30PM,3:45PM,TR,SNB10L,Stefanie Kring,9/2/2019,12/13/2019
8279,BY,300,01,Advances in Bio Research,58,25,33,0,0,0,2:00PM,2:50PM,F,SN212,Kenneth N Wallace,9/2/2019,12/13/2019
10019,BY,302,01,Plant Science of NNY,30,9,21,0,0,0,1:00PM,1:50PM,MWF,SC134B,Michael R Twiss,9/2/2019,12/13/2019
10020,BY,319,01,Current Readings in Animal Beh,30,12,18,0,3,0,2:00PM,2:50PM,M,SC346,Tom A Langen,9/2/2019,12/13/2019
9206,BY,324,01,Parasitology,14,15,-1,0,1,2,4:00PM,5:15PM,TR,SC134B,Andrew Anthony David,9/2/2019,12/13/2019
9294,BY,330,01,Great Lakes Water Protection,40,15,25,0,0,0,5:00PM,5:50PM,MWF,SN162,Michael R Twiss,9/2/2019,12/13/2019
8281,BY,350,01,Comparative Vertebrate Anatomy,40,24,16,0,4,0,2:30PM,3:45PM,TR,CB194,Kenneth N Wallace,9/2/2019,12/13/2019
8282,BY,352,10,Comparative Verte Anatomy Lab,0,0,0,0,0,0,9:00AM,10:50AM,T,SC134B,Kenneth N Wallace,9/2/2019,12/13/2019
8283,BY,352,20,Comparative Verte Anatomy Lab,12,19,-7,0,3,10,9:00AM,10:50AM,R,SC134B,Kenneth N Wallace,9/2/2019,12/13/2019
10022,BY,360,01,Comparative Physiology,30,28,2,0,3,1,11:00AM,11:50AM,MWF,SC342,Damien Samways,9/2/2019,12/13/2019
9205,BY,368,01,Mathematical Bio Seminar,25,2,23,0,0,0,1:00PM,1:50PM,F,RL244,Susan Bailey,9/2/2019,12/13/2019
9749,BY,400,12,D.S. in Bioscience,99,0,99,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10024,BY,400,29,D.S. in Bioscience,99,0,99,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
8285,BY,400,32,D.S. in Bioscience,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9045,BY,400,36,D.S. in Bioscience,99,0,99,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9750,BY,400,40,D.S. in Bioscience,99,0,99,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8284,BY,400,42,D.S. in Bioscience,99,0,99,0,1,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8286,BY,400,44,D.S. in Bioscience,99,0,99,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9296,BY,400,5,D.S. in Bioscience,99,0,99,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
8290,BY,400,62,D.S. in Bioscience,99,0,99,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
8288,BY,400,78,D.S. in Bioscience,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8287,BY,400,89,D.S. in Bioscience,99,0,99,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
9209,BY,401,44,Professional Assessment,20,6,14,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
9540,BY,405,12,Ugrd Research in Bioscience,99,3,96,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
9298,BY,405,25,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Charles J Robinson,9/2/2019,12/13/2019
10025,BY,405,29,Ugrd Research in Bioscience,99,2,97,0,1,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
9971,BY,405,31,Ugrd Research in Bioscience,99,4,95,0,1,0,,,,,Ali Boolani,9/2/2019,12/13/2019
9299,BY,405,32,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9300,BY,405,36,Ugrd Research in Bioscience,99,3,96,0,1,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9301,BY,405,42,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
9302,BY,405,44,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9297,BY,405,5,Ugrd Research in Bioscience,99,1,98,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
9303,BY,405,62,Ugrd Research in Bioscience,99,1,98,0,1,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
9304,BY,405,78,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
9306,BY,405,89,Ugrd Research in Bioscience,99,3,96,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
9307,BY,405,99,Ugrd Research in Bioscience,99,0,99,0,0,0,,,,,Costel C Darie,9/2/2019,12/13/2019
9751,BY,410,12,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
9309,BY,410,32,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9310,BY,410,36,Ugrd Thesis Rsrch in Biosci,99,1,98,0,1,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9752,BY,410,40,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
9311,BY,410,42,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
9312,BY,410,44,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9308,BY,410,5,Ugrd Thesis Rsrch in Biosci,99,1,98,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
9313,BY,410,62,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
9314,BY,410,78,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
9316,BY,410,89,Ugrd Thesis Rsrch in Biosci,99,0,99,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
8291,BY,412,10,Molecular Biology Laboratory,16,16,0,0,0,0,1:00PM,3:45PM,MW,SC134A,Michelle Mijeong Yoo,9/2/2019,12/13/2019
10176,BY,416,01,Prin/Toxicology & Epidemiology,30,12,18,0,3,0,9:00AM,9:50AM,MWF,SN112,Beatrice Veronique Hernout,9/2/2019,12/13/2019
9200,BY,419,01,Immunology,40,9,31,0,2,0,8:00AM,9:15AM,TR,SN214,Deborah Martha Brown,9/2/2019,12/13/2019
9164,BY,420,01,Evolution,40,9,31,0,3,0,3:00PM,3:50PM,MWF,SC166,Susan Bailey,9/2/2019,12/13/2019
9523,BY,424,01,Experimental Evolution Lab,10,3,7,0,1,0,9:00AM,11:45AM,T,SC134A,Susan Bailey,9/2/2019,12/13/2019
8336,BY,450,01,Biochemistry I,70,52,18,0,1,0,9:30AM,10:45AM,TR,SC160,Costel C Darie,9/2/2019,12/13/2019
10202,BY,454,01,Physio Psych,30,35,-5,0,1,6,11:00AM,11:50AM,MWF,SC166,Lauren Deano Petley,9/2/2019,12/13/2019
8293,BY,460,01,Neurobiology,40,34,6,0,0,0,10:00AM,10:50AM,MWF,SC166,Damien Samways,9/2/2019,12/13/2019
8294,BY,471,01,Anatomy and Physiology I,60,53,7,0,3,0,2:30PM,3:45PM,TR,SC162,Shantanu Sur,9/2/2019,12/13/2019
8295,BY,473,10,Anatomy and Physiology I Lab,20,14,6,0,2,0,10:00AM,12:45PM,W,CH0008,Shantanu Sur,9/2/2019,12/13/2019
8296,BY,473,20,Anatomy and Physiology I Lab,20,19,1,0,1,0,1:00PM,3:45PM,W,CH0008,,9/2/2019,12/13/2019
8297,BY,473,30,Anatomy and Physiology I Lab,20,20,0,0,2,2,4:00PM,6:45PM,W,CH0008,,9/2/2019,12/13/2019
8298,BY,480,01,Advanced Cell Biology,30,11,19,0,0,0,9:00AM,9:50AM,MWF,SC340,Ginger Hunter,9/2/2019,12/13/2019
8155,BY,485,01,Neural Engineering,30,12,18,0,0,0,2:30PM,3:45PM,TR,CB175,Charles J Robinson,9/2/2019,12/13/2019
8299,BY,486,01,Molecular Biotechnology,20,4,16,0,0,0,11:00AM,12:15PM,TR,SC344,Petra Marion Kraus,9/2/2019,12/13/2019
8301,BY,488,01,Stem Cells & Regenerative Med.,20,15,5,0,3,0,4:00PM,5:15PM,TR,PR2001,Thomas C Lufkin,9/2/2019,12/13/2019
9317,BY,495,05,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
10258,BY,495,12,Ugrd TA in Bioscience,99,1,98,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10026,BY,495,29,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
8315,BY,495,32,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9046,BY,495,36,Ugrd TA in Bioscience,99,1,98,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9148,BY,495,40,Ugrd TA in Bioscience,99,4,95,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8316,BY,495,42,Ugrd TA in Bioscience,99,0,99,0,1,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8317,BY,495,44,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
8319,BY,495,78,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8320,BY,495,86,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Cintia Fabiana Hongay,9/2/2019,12/13/2019
8321,BY,495,89,Ugrd TA in Bioscience,99,0,99,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
9542,BY,498,12,Internship in Bioscience,99,0,99,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10027,BY,498,29,Internship in Bioscience,99,0,99,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
8302,BY,498,32,Internship in Bioscience,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9047,BY,498,36,Internship in Bioscience,99,0,99,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9758,BY,498,40,Internship in Bioscience,99,0,99,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8303,BY,498,42,Internship in Bioscience,99,2,97,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8304,BY,498,44,Internship in Bioscience,99,0,99,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
8305,BY,498,48,Internship in Bioscience,99,0,99,0,0,0,,,,,Craig D Woodworth,9/2/2019,12/13/2019
9318,BY,498,5,Internship in Bioscience,99,0,99,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
8314,BY,498,62,Internship in Bioscience,99,1,98,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
8312,BY,498,78,Internship in Bioscience,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8306,BY,498,89,Internship in Bioscience,99,0,99,0,1,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
9759,BY,499,12,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10028,BY,499,29,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
8307,BY,499,32,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9048,BY,499,36,Prof Exp in Bioscience,99,4,95,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9551,BY,499,40,Prof Exp in Bioscience,99,1,98,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8309,BY,499,42,Prof Exp in Bioscience,99,1,98,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8310,BY,499,44,Prof Exp in Bioscience,99,1,98,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9319,BY,499,5,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
8308,BY,499,62,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
9037,BY,499,78,Prof Exp in Bioscience,99,0,99,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8311,BY,499,89,Prof Exp in Bioscience,99,2,97,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
8292,BY,512,10,Molecular Biology Laboratory,16,16,0,0,0,0,1:00PM,3:45PM,MW,SC134A,Michelle Mijeong Yoo,9/2/2019,12/13/2019
10175,BY,518,01,Prin/Toxicology & Epidemiology,30,12,18,0,0,0,9:00AM,9:50AM,MWF,SN112,Beatrice Veronique Hernout,9/2/2019,12/13/2019
9201,BY,519,01,Immunology,40,9,31,0,0,0,8:00AM,9:15AM,TR,SN214,Deborah Martha Brown,9/2/2019,12/13/2019
9190,BY,522,01,Evolution,40,9,31,0,1,0,3:00PM,3:50PM,MWF,SC166,Susan Bailey,9/2/2019,12/13/2019
9524,BY,524,01,Experimental Evolution Lab,10,3,7,0,0,0,9:00AM,11:45AM,T,SC134A,Susan Bailey,9/2/2019,12/13/2019
9662,BY,561,01,Neurobiology,40,34,6,0,1,0,10:00AM,10:50AM,MWF,SC166,Damien Samways,9/2/2019,12/13/2019
9124,BY,571,01,Anatomy & Physiology I,60,53,7,0,0,0,2:30PM,3:45PM,TR,SC162,Shantanu Sur,9/2/2019,12/13/2019
9125,BY,573,10,Anatomy & Physiology I Lab,20,14,6,0,0,0,10:00AM,12:45PM,W,CH0008,Shantanu Sur,9/2/2019,12/13/2019
9126,BY,573,20,Anatomy & Physiology I Lab,20,19,1,0,0,0,1:00PM,3:45PM,W,CH0008,,9/2/2019,12/13/2019
9127,BY,573,30,Anatomy & Physiology I Lab,20,20,0,0,0,0,4:00PM,6:45PM,W,CH0008,,9/2/2019,12/13/2019
9322,BY,580,01,Advanced Cell Biology,30,11,19,0,0,0,9:00AM,9:50AM,MWF,SC340,Ginger Hunter,9/2/2019,12/13/2019
8300,BY,586,01,Molecular Biotechnology,20,4,16,0,0,0,11:00AM,12:15PM,TR,SC344,Petra Marion Kraus,9/2/2019,12/13/2019
8318,BY,588,01,Stem Cells & Regenerative Med.,20,15,5,0,0,0,4:00PM,5:15PM,TR,PR2001,Thomas C Lufkin,9/2/2019,12/13/2019
9760,BY,600,12,D.S. in Bioscience,35,0,35,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10029,BY,600,29,D.S. in Bioscience,35,0,35,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
8322,BY,600,32,D.S. in Bioscience,35,0,35,0,0,0,,,,,Alan Rossner,9/2/2019,12/13/2019
9069,BY,600,36,D.S. in Bioscience,35,0,35,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9761,BY,600,40,D.S. in Bioscience,35,0,35,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8323,BY,600,42,D.S. in Bioscience,35,0,35,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8324,BY,600,44,D.S. in Bioscience,35,1,34,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9320,BY,600,5,D.S. in Bioscience,35,1,34,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
8325,BY,600,60,D.S. in Bioscience,35,0,35,0,0,0,,,,,George D Fulk,9/2/2019,12/13/2019
8326,BY,600,62,D.S. in Bioscience,35,0,35,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
8329,BY,600,78,D.S. in Bioscience,35,0,35,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8328,BY,600,89,D.S. in Bioscience,35,0,35,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
8280,BY,622,01,Graduate Seminar,58,25,33,0,0,0,2:00PM,2:50PM,F,SN212,Kenneth N Wallace,9/2/2019,12/13/2019
8337,BY,650,01,Biochemistry I,70,52,18,0,0,0,9:30AM,10:45AM,TR,SC160,Costel C Darie,9/2/2019,12/13/2019
9764,BY,900,12,"Thesis, Diss or Spec Proj",30,1,29,0,0,0,,,,,Andrew Anthony David,9/2/2019,12/13/2019
10030,BY,900,29,"Thesis, Diss or Spec Proj",30,1,29,0,0,0,,,,,Ginger Hunter,9/2/2019,12/13/2019
9070,BY,900,36,"Thesis, Diss or Spec Proj",30,3,27,0,0,0,,,,,Shantanu Sur,9/2/2019,12/13/2019
9765,BY,900,40,"Thesis, Diss or Spec Proj",30,0,30,0,0,0,,,,,Stefanie Kring,9/2/2019,12/13/2019
8330,BY,900,42,"Thesis, Diss or Spec Proj",30,2,28,0,0,0,,,,,Tom A Langen,9/2/2019,12/13/2019
8331,BY,900,44,"Thesis, Diss or Spec Proj",30,2,28,0,0,0,,,,,Michael R Twiss,9/2/2019,12/13/2019
9321,BY,900,5,"Thesis, Diss or Spec Proj",30,2,28,0,0,0,,,,,Susan Bailey,9/2/2019,12/13/2019
8332,BY,900,62,"Thesis, Diss or Spec Proj",30,2,28,0,0,0,,,,,Thomas C Lufkin,9/2/2019,12/13/2019
8333,BY,900,78,"Thesis, Diss or Spec Proj",30,2,28,0,0,0,,,,,Damien Samways,9/2/2019,12/13/2019
8335,BY,900,89,"Thesis, Diss or Spec Proj",30,5,25,0,0,0,,,,,Kenneth N Wallace,9/2/2019,12/13/2019
8067,CE,212,01,Intro to Eng Design,110,96,14,0,3,0,4:00PM,5:15PM,M,CB176,Robert Thomas,9/2/2019,12/13/2019
